"numero","estado","numero_cuenta","comprobante_nro","Monto Total","Tasa administrativa","Tasa infraccion","medio_pago","tipo","juzgado","created_at","fecha_pago","fecha_acreditacion"
F-1428369       ,Cancelada,CAUSAF00000001876865,3.629.666,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 5,2026-01-30 22:51:41,2026-02-10 21:00:00,2026-02-22 21:00:00
F-1428427       ,Cancelada,CAUSAF00000001876930,3.752.596,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-01-30 22:52:16,2026-04-27 21:00:00,2026-04-28 21:00:00
F-1428445       ,Cancelada,CAUSAF00000001876957,3.748.535,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 3,2026-01-30 22:52:35,2026-04-26 21:00:00,2026-05-03 21:00:00
F-1428450       ,Cancelada,CAUSAF00000001876962,3.697.360,57.824,12.649,45.175,RAPIPAGO,FOTOMULTA,Juzgado 5,2026-01-30 22:52:37,2026-03-30 21:00:00,2026-04-08 21:00:00
F-1428471       ,Cancelada,CAUSAF00000001876999,3.634.327,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-30 22:52:59,2026-02-19 21:00:00,2026-02-19 21:00:00
F-1428499       ,Cancelada,CAUSAF00000001877049,3.724.278,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-01-30 22:53:27,2026-03-29 21:00:00,2026-03-30 21:00:00
F-1428529       ,Cancelada,CAUSAF00000001877097,3.711.344,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-01-30 22:53:57,2026-03-31 21:00:00,2026-03-31 21:00:00
F-1428650       ,Cancelada,CAUSAF00000001877252,3.628.918,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-01-30 22:55:25,2026-02-09 21:00:00,2026-02-09 21:00:00
F-1428664       ,Cancelada,CAUSAF00000001877269,3.665.058,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 3,2026-01-30 22:55:34,2026-03-19 21:00:00,2026-03-29 21:00:00
F-1428698       ,Cancelada,CAUSAF00000001877314,3.630.031,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-01-30 22:55:57,2026-02-10 21:00:00,2026-02-10 21:00:00
F-1428787       ,Cancelada,CAUSAF00000001877942,3.642.556,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-02-02 22:25:03,2026-02-25 21:00:00,2026-02-26 21:00:00
F-1428788       ,Cancelada,CAUSAF00000001877943,3.643.693,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-02 22:25:04,2026-02-26 21:00:00,2026-03-01 21:00:00
F-1428793       ,Cancelada,CAUSAF00000001877962,3.643.602,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 3,2026-02-02 22:27:07,2026-03-01 21:00:00,2026-03-05 21:00:00
F-1428856       ,Cancelada,CAUSAF00000001878031,3.637.687,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-02 22:27:47,2026-02-20 21:00:00,2026-02-23 21:00:00
F-1428886       ,Cancelada,CAUSAF00000001878079,3.643.388,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-02 22:28:17,2026-02-26 21:00:00,2026-02-26 21:00:00
F-1428894       ,Cancelada,CAUSAF00000001878090,3.697.467,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-02 22:28:23,2026-04-20 21:00:00,2026-04-20 21:00:00
F-1428969       ,Cancelada,CAUSAF00000001878228,55.993.726,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 2,2026-02-02 22:29:47,2026-02-03 21:00:00,2026-03-12 21:00:00
F-1428979       ,Cancelada,CAUSAF00000001878241,3.624.282,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-02 22:29:55,2026-02-04 21:00:00,2026-02-05 21:00:00
F-1428994       ,Cancelada,CAUSAF00000001878263,3.652.433,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-02 22:30:08,2026-03-09 21:00:00,2026-03-09 21:00:00
F-1429011       ,Cancelada,CAUSAF00000001878284,3.761.050,108.072,15.505,92.567,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-02 22:30:18,2026-04-29 21:00:00,2026-05-03 21:00:00
F-1429016       ,Cancelada,CAUSAF00000001878293,3.723.743,690.274,12.649,677.625,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-02 22:30:24,2026-03-29 21:00:00,2026-03-29 21:00:00
F-1429032       ,Cancelada,CAUSAF00000001878312,3.737.115,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-02 22:30:36,2026-04-15 21:00:00,2026-04-16 21:00:00
F-1429035       ,Cancelada,CAUSAF00000001878316,3.665.259,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-02 22:30:39,2026-03-25 21:00:00,2026-03-25 21:00:00
F-1429061       ,Cancelada,CAUSAF00000001878363,3.730.843,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 1,2026-02-02 22:31:08,2026-04-05 21:00:00,2026-04-13 21:00:00
F-1429069       ,Cancelada,CAUSAF00000001878372,56.026.915,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 5,2026-02-02 22:31:13,2026-02-18 21:00:00,2026-03-12 21:00:00
F-1429073       ,Cancelada,CAUSAF00000001878377,3.687.783,57.824,12.649,45.175,BAPRO,FOTOMULTA,Juzgado 5,2026-02-02 22:31:16,2026-03-30 21:00:00,2026-04-07 21:00:00
F-1429114       ,Cancelada,CAUSAF00000001878428,56.027.591,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 4,2026-02-02 22:31:47,2026-02-18 21:00:00,2026-03-12 21:00:00
F-1429120       ,Cancelada,CAUSAF00000001878439,3.659.491,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-02 22:31:54,2026-03-12 21:00:00,2026-03-15 21:00:00
F-1429135       ,Cancelada,CAUSAF00000001878455,3.733.653,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-02 22:32:04,2026-04-08 21:00:00,2026-04-09 21:00:00
F-1429144       ,Cancelada,CAUSAF00000001878469,3.637.687,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-02 22:33:02,2026-02-20 21:00:00,2026-02-23 21:00:00
F-1429180       ,Cancelada,CAUSAF00000001878519,3.772.837,347.755,15.505,332.250,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-02 22:36:00,2026-05-13 21:00:00,2026-05-13 21:00:00
F-1429188       ,Cancelada,CAUSAF00000001878531,3.659.362,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-02 22:36:08,2026-03-12 21:00:00,2026-03-15 21:00:00
F-1429220       ,Cancelada,CAUSAF00000001878573,3.623.285,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-02 22:36:30,2026-02-02 21:00:00,2026-02-03 21:00:00
F-1429245       ,Cancelada,CAUSAF00000001878599,3.622.559,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-02 22:36:44,2026-02-02 21:00:00,2026-02-03 21:00:00
F-1429246       ,Cancelada,CAUSAF00000001878600,3.748.076,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-02-02 22:36:44,2026-04-22 21:00:00,2026-04-22 21:00:00
F-1429255       ,Cancelada,CAUSAF00000001878609,3.700.923,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-02 22:36:48,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1429261       ,Cancelada,CAUSAF00000001878617,3.767.243,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-02 22:36:53,2026-05-06 21:00:00,2026-05-06 21:00:00
F-1429301       ,Cancelada,CAUSAF00000001878678,3.629.647,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-02-02 22:37:26,2026-02-09 21:00:00,2026-02-10 21:00:00
F-1429332       ,Cancelada,CAUSAF00000001878727,3.723.766,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-02 22:37:51,2026-03-29 21:00:00,2026-03-30 21:00:00
F-1429387       ,Cancelada,CAUSAF00000001878796,3.642.744,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-02 22:38:28,2026-03-03 21:00:00,2026-03-03 21:00:00
F-1429428       ,Cancelada,CAUSAF00000001878843,3.732.003,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-02 22:38:54,2026-04-06 21:00:00,2026-04-06 21:00:00
F-1429458       ,Cancelada,CAUSAF00000001878879,3.651.933,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-02 22:39:15,2026-03-08 21:00:00,2026-03-08 21:00:00
F-1429507       ,Cancelada,CAUSAF00000001878949,3.730.764,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-02 22:39:49,2026-04-05 21:00:00,2026-04-06 21:00:00
F-1429527       ,Cancelada,CAUSAF00000001878972,3.636.643,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 2,2026-02-02 22:40:03,2026-02-19 21:00:00,2026-02-25 21:00:00
F-1429528       ,Cancelada,CAUSAF00000001878973,3.729.316,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-02-02 22:40:04,2026-03-31 21:00:00,2026-03-31 21:00:00
F-1429624       ,Cancelada,CAUSAF00000001879098,3.641.242,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 4,2026-02-02 22:41:16,2026-02-24 21:00:00,2026-03-05 21:00:00
F-1429625       ,Cancelada,CAUSAF00000001879099,55.998.109,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 2,2026-02-02 22:41:16,2026-02-04 21:00:00,2026-03-12 21:00:00
F-1429626       ,Cancelada,CAUSAF00000001879101,3.637.687,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-02 22:41:17,2026-02-20 21:00:00,2026-02-23 21:00:00
F-1429633       ,Cancelada,CAUSAF00000001879109,3.634.964,57.824,12.649,45.175,PAGO FÁCIL,FOTOMULTA,Juzgado 4,2026-02-02 22:41:21,2026-03-19 21:00:00,2026-03-29 21:00:00
F-1429662       ,Cancelada,CAUSAF00000001879427,3.712.725,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 3,2026-02-03 22:26:50,2026-03-29 21:00:00,2026-04-06 21:00:00
F-1429731       ,Cancelada,CAUSAF00000001879517,3.754.026,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-03 22:30:08,2026-04-28 21:00:00,2026-04-29 21:00:00
F-1429741       ,Cancelada,CAUSAF00000001879530,3.712.611,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 3,2026-02-03 22:30:16,2026-03-28 21:00:00,2026-04-05 21:00:00
F-1429765       ,Cancelada,CAUSAF00000001879561,3.662.603,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-03 22:30:34,2026-03-17 21:00:00,2026-03-18 21:00:00
F-1429772       ,Cancelada,CAUSAF00000001879572,3.746.022,60.672,13.272,47.400,BAPRO,FOTOMULTA,Juzgado 2,2026-02-03 22:30:40,2026-04-20 21:00:00,2026-04-26 21:00:00
F-1429802       ,Cancelada,CAUSAF00000001879611,3.623.942,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-03 22:31:03,2026-02-03 21:00:00,2026-02-04 21:00:00
F-1429819       ,Cancelada,CAUSAF00000001879634,3.629.020,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-03 22:31:17,2026-02-09 21:00:00,2026-02-09 21:00:00
F-1429838       ,Cancelada,CAUSAF00000001879657,3.732.726,60.672,13.272,47.400,RAPIPAGO,FOTOMULTA,Juzgado 3,2026-02-03 22:31:31,2026-04-16 21:00:00,2026-04-23 21:00:00
F-1429858       ,Cancelada,CAUSAF00000001879679,3.648.468,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-03 22:31:47,2026-03-03 21:00:00,2026-03-04 21:00:00
F-1429899       ,Cancelada,CAUSAF00000001879727,3.751.499,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-03 22:32:18,2026-04-26 21:00:00,2026-04-26 21:00:00
F-1430078       ,Cancelada,CAUSAF00000001879985,3.767.892,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-03 22:38:32,2026-05-07 21:00:00,2026-05-07 21:00:00
F-1430117       ,Cancelada,CAUSAF00000001880050,3.625.221,283.699,12.649,271.050,BAPRO,FOTOMULTA,Juzgado 4,2026-02-03 22:39:05,2026-02-05 21:00:00,2026-02-11 21:00:00
F-1430163       ,Cancelada,CAUSAF00000001880120,56.077.522,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 3,2026-02-03 22:39:44,2026-03-09 21:00:00,2026-04-13 21:00:00
F-1430306       ,Cancelada,CAUSAF00000001880591,3.733.809,60.672,13.272,47.400,BAPRO,FOTOMULTA,Juzgado 2,2026-02-04 22:29:57,2026-04-08 21:00:00,2026-04-14 21:00:00
F-1430367       ,Cancelada,CAUSAF00000001880696,3.657.361,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-04 22:31:07,2026-03-11 21:00:00,2026-03-12 21:00:00
F-1430425       ,Cancelada,CAUSAF00000001880782,3.700.916,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-04 22:32:09,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1430525       ,Cancelada,CAUSAF00000001880917,3.730.637,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-02-04 22:33:51,2026-04-04 21:00:00,2026-04-05 21:00:00
F-1430546       ,Cancelada,CAUSAF00000001880941,3.631.652,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-02-04 22:34:11,2026-02-11 21:00:00,2026-02-11 21:00:00
F-1430554       ,Cancelada,CAUSAF00000001880949,3.638.892,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-04 22:34:16,2026-02-22 21:00:00,2026-02-22 21:00:00
F-1430557       ,Cancelada,CAUSAF00000001880952,3.659.493,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-04 22:34:18,2026-03-12 21:00:00,2026-03-15 21:00:00
F-1430641       ,Cancelada,CAUSAF00000001881061,56.076.263,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 4,2026-02-04 22:40:08,2026-03-09 21:00:00,2026-04-13 21:00:00
F-1430674       ,Cancelada,CAUSAF00000001881112,3.632.498,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-04 22:40:43,2026-02-12 21:00:00,2026-02-12 21:00:00
F-1430688       ,Cancelada,CAUSAF00000001881126,3.629.762,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-02-04 22:40:52,2026-02-10 21:00:00,2026-02-10 21:00:00
F-1430726       ,Cancelada,CAUSAF00000001881181,3.771.623,181.630,15.505,166.125,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-04 22:41:28,2026-05-13 21:00:00,2026-05-13 21:00:00
F-1430745       ,Cancelada,CAUSAF00000001881207,3.724.070,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-04 22:41:45,2026-03-29 21:00:00,2026-03-30 21:00:00
F-1430764       ,Cancelada,CAUSAF00000001881237,3.624.351,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-04 22:42:05,2026-04-21 21:00:00,2026-04-21 21:00:00
F-1430863       ,Cancelada,CAUSAF00000001881371,3.745.486,297.672,13.272,284.400,BAPRO,FOTOMULTA,Juzgado 3,2026-02-04 22:43:34,2026-04-19 21:00:00,2026-04-23 21:00:00
F-1430941       ,Cancelada,CAUSAF00000001881473,3.724.330,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-02-04 22:44:49,2026-03-29 21:00:00,2026-03-30 21:00:00
F-1430943       ,Cancelada,CAUSAF00000001881475,3.664.118,328.874,12.649,316.225,RAPIPAGO,FOTOMULTA,Juzgado 3,2026-02-04 22:44:50,2026-03-19 21:00:00,2026-03-30 21:00:00
F-1430953       ,Cancelada,CAUSAF00000001881488,3.628.931,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-04 22:44:59,2026-02-09 21:00:00,2026-02-09 21:00:00
F-1431193       ,Cancelada,CAUSAF00000001881838,3.767.220,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-05 22:33:35,2026-05-06 21:00:00,2026-05-06 21:00:00
F-1431197       ,Cancelada,CAUSAF00000001881844,3.657.342,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-05 22:33:39,2026-03-11 21:00:00,2026-03-12 21:00:00
F-1431326       ,Cancelada,CAUSAF00000001882013,3.771.004,347.755,15.505,332.250,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-05 22:35:36,2026-05-11 21:00:00,2026-05-12 21:00:00
F-1431332       ,Cancelada,CAUSAF00000001882019,3.746.992,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-02-05 22:35:40,2026-04-21 21:00:00,2026-04-22 21:00:00
F-1431377       ,Cancelada,CAUSAF00000001882080,3.745.271,961.272,13.272,948.000,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-05 22:36:23,2026-04-19 21:00:00,2026-04-19 21:00:00
F-1431388       ,Cancelada,CAUSAF00000001882094,56.068.514,283.699,13.272,270.427,SUGIT,FOTOMULTA,Juzgado 3,2026-02-05 22:36:32,2026-03-04 21:00:00,2026-04-13 21:00:00
F-1431398       ,Cancelada,CAUSAF00000001882107,56.075.823,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 3,2026-02-05 22:36:42,2026-03-09 21:00:00,2026-04-13 21:00:00
F-1431453       ,Cancelada,CAUSAF00000001882171,3.771.006,347.755,15.505,332.250,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-05 22:38:32,2026-05-11 21:00:00,2026-05-12 21:00:00
F-1431459       ,Cancelada,CAUSAF00000001882180,3.747.286,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-05 22:39:32,2026-05-06 21:00:00,2026-05-06 21:00:00
F-1431472       ,Cancelada,CAUSAF00000001882197,3.637.722,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-05 22:41:12,2026-02-20 21:00:00,2026-02-23 21:00:00
F-1431526       ,Cancelada,CAUSAF00000001882289,3.639.836,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-05 22:42:04,2026-02-23 21:00:00,2026-02-23 21:00:00
F-1431657       ,Cancelada,CAUSAF00000001882531,3.666.363,202.249,12.649,189.600,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-05 22:44:11,2026-03-25 21:00:00,2026-03-25 21:00:00
F-143168        ,Cancelada,CAUSAF00000000104872,3.598.047,1.187.199,12.649,1.174.550,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2019-03-15 12:54:16,2026-01-20 21:00:00,2026-01-20 21:00:00
F-1431721       ,Cancelada,CAUSAF00000001882655,3.731.101,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-05 22:45:14,2026-04-05 21:00:00,2026-04-06 21:00:00
F-1431735       ,Cancelada,CAUSAF00000001882678,55.892.964,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 5,2026-02-05 22:45:26,2026-02-08 21:00:00,2026-03-12 21:00:00
F-1431935       ,Cancelada,CAUSAF00000001883257,3.748.684,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-06 22:27:52,2026-04-22 21:00:00,2026-04-22 21:00:00
F-1432093       ,Cancelada,CAUSAF00000001883471,56.079.631,57.824,13.272,44.552,SUGIT,FOTOMULTA,Juzgado 1,2026-02-06 22:30:22,2026-03-10 21:00:00,2026-04-13 21:00:00
F-1432099       ,Cancelada,CAUSAF00000001883480,3.730.509,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-06 22:30:27,2026-04-03 21:00:00,2026-04-05 21:00:00
F-1432100       ,Cancelada,CAUSAF00000001883482,3.660.497,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 2,2026-02-06 22:30:28,2026-03-15 21:00:00,2026-03-15 21:00:00
F-1432103       ,Cancelada,CAUSAF00000001883486,3.737.585,60.672,13.272,47.400,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:30:31,2026-04-15 21:00:00,2026-04-16 21:00:00
F-1432109       ,Cancelada,CAUSAF00000001883499,3.734.830,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-06 22:30:39,2026-04-12 21:00:00,2026-04-13 21:00:00
F-1432173       ,Cancelada,CAUSAF00000001883576,3.645.034,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:31:36,2026-03-01 21:00:00,2026-03-02 21:00:00
F-1432193       ,Cancelada,CAUSAF00000001883604,3.736.534,283.699,12.649,271.050,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-06 22:31:58,2026-04-14 21:00:00,2026-04-14 21:00:00
F-1432221       ,Cancelada,CAUSAF00000001883640,3.630.068,283.699,12.649,271.050,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:32:26,2026-02-18 21:00:00,2026-02-23 21:00:00
F-1432252       ,Cancelada,CAUSAF00000001883684,3.752.435,60.672,15.505,45.167,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:33:01,2026-05-04 21:00:00,2026-05-05 21:00:00
F-1432324       ,Cancelada,CAUSAF00000001883781,3.637.888,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-06 22:34:14,2026-02-21 21:00:00,2026-02-23 21:00:00
F-1432425       ,Cancelada,CAUSAF00000001883912,3.753.819,297.672,13.272,284.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 3,2026-02-06 22:37:45,2026-04-28 21:00:00,2026-04-28 21:00:00
F-1432439       ,Cancelada,CAUSAF00000001883933,3.646.660,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:39:19,2026-03-02 21:00:00,2026-03-03 21:00:00
F-1432450       ,Cancelada,CAUSAF00000001883955,3.762.303,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 5,2026-02-06 22:39:29,2026-05-03 21:00:00,2026-05-03 21:00:00
F-1432462       ,Cancelada,CAUSAF00000001883970,3.660.333,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:39:37,2026-03-14 21:00:00,2026-03-15 21:00:00
F-1432482       ,Cancelada,CAUSAF00000001883995,3.729.822,554.749,12.649,542.100,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-06 22:39:49,2026-03-31 21:00:00,2026-03-31 21:00:00
F-1432552       ,Cancelada,CAUSAF00000001884081,3.659.496,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 5,2026-02-06 22:40:37,2026-03-12 21:00:00,2026-03-15 21:00:00
F-1432568       ,Cancelada,CAUSAF00000001884098,3.747.098,297.672,13.272,284.400,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-06 22:40:45,2026-04-21 21:00:00,2026-04-22 21:00:00
F-1432642       ,Cancelada,CAUSAF00000001884180,3.628.671,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:41:29,2026-02-12 21:00:00,2026-02-22 21:00:00
F-1432643       ,Cancelada,CAUSAF00000001884181,3.735.320,60.672,13.272,47.400,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 4,2026-02-06 22:41:29,2026-04-21 21:00:00,2026-04-21 21:00:00
F-1432727       ,Cancelada,CAUSAF00000001884266,3.642.742,57.824,12.649,45.175,CAJA DE TESORERÍA,FOTOMULTA,Juzgado 1,2026-02-06 22:42:19,2026-03-03 21:00:00,2026-03-03 21:00:00
F-1432756       ,Cancelada,CAUSAF00000001884313,3.735.272,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:42:44,2026-04-12 21:00:00,2026-04-13 21:00:00
F-1432766       ,Cancelada,CAUSAF00000001884330,3.752.409,297.672,15.505,282.167,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:42:53,2026-05-04 21:00:00,2026-05-05 21:00:00
F-1432823       ,Cancelada,CAUSAF00000001884400,3.701.015,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-06 22:43:32,2026-03-27 21:00:00,2026-03-29 21:00:00
F-1432825       ,Cancelada,CAUSAF00000001884402,3.733.053,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-06 22:43:32,2026-04-07 21:00:00,2026-04-08 21:00:00
F-1432975       ,Cancelada,CAUSAF00000001884581,3.660.349,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 2,2026-02-06 22:45:05,2026-03-15 21:00:00,2026-03-16 21:00:00
F-1432986       ,Cancelada,CAUSAF00000001884594,3.648.581,283.699,13.272,270.427,MERCADOPAGO,FOTOMULTA,Juzgado 4,2026-02-06 22:45:13,2026-03-03 21:00:00,2026-03-04 21:00:00
F-1433002       ,Cancelada,CAUSAF00000001884616,3.637.687,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-06 22:45:24,2026-02-20 21:00:00,2026-02-23 21:00:00
F-1433024       ,Cancelada,CAUSAF00000001884646,3.629.022,57.824,12.649,45.175,MERCADOPAGO,FOTOMULTA,Juzgado 1,2026-02-06 22:45:42,2026-02-09 21:00:00,2026-02-11 21:00:00
F-1433115       ,Cancelada,CAUSAF00000001884783,3.652.258,57.824,13.272,44.552,MERCADOPAGO,FOTOMULTA,Juzgado 3,2026-02-06 22:46:55,2026-03-08 21:00:00,2026-03-09 21:00:00
F-1433153       ,Cancelada,CAUSAF00000001884845,3.638.154,57.824,12.649,45.175,BAPRO,FOTOMULTA,Juzgado 2,2026-02-06 22:47:30,2026-02-22 21:00:00,2026-02-26 21:00:00
